Agent	Network	Start_Date	End_Date	Percent_Complete	Name	Lat(dec_deg)	Long(dec_deg)
5703	I60102	01-Sep-1984	31-May-2015	90	Glenledi Rd	-46.175	170.083
25616	F12753	01-Dec-2004	31-May-2015	90	Gowan 2	-41.71865	172.56852
38706	G12283	01-Jul-2010	31-May-2015	90	Graham  Pokororo 2	-41.21174	172.83081
2684	D15451	01-Jul-1923	31-May-2015	90	Greentops	-41.481	175.576
25879	D15044	01-Jan-2005	31-May-2015	90	Greytown	-41.09982	175.45425
17284	I40642	01-Mar-1999	31-May-2015	90	Hakataramea, Normanvale	-44.686	170.462
4495	G23361	01-Dec-1915	31-May-2015	90	Hapuku-Grange Hill	-42.312	173.692
2097	C75722	01-Apr-1973	31-May-2015	90	Horsham Downs 2	-37.69502	175.26901
2070	C75233	01-Oct-1978	31-May-2015	90	Hot Springs Miranda	-37.1971	175.3194
3975	F21641	01-Aug-1939	31-May-2015	90	Inchbonnie 2	-42.694	171.451
5886	I69382	01-Mar-1966	31-May-2015	90	Inchclutha,T'Graph Rd	-46.302	169.824
5302	I50241	01-Apr-1969	31-May-2015	90	Islay Downs	-45.249	170.459
1033	A53071	01-Mar-1981	31-May-2015	90	Kaeo Northland	-35.057	173.74
24139	F02551	01-Dec-1983	31-May-2015	90	Kaihoka	-40.573	172.571
5053	H41111	01-Jul-1909	31-May-2015	90	Kakahu Bush	-44.159	171.096
22146	C75962	01-Jun-2001	31-May-2015	90	Karapiro Heights	-37.94344	175.64878
4976	H40074	01-Oct-1971	31-May-2015	90	Kimbell	-44.034	170.728
3961	F21532	01-Sep-1980	31-May-2015	90	Kokiri, Maori Gully Road	-42.512	171.366
3178	E05092	01-Jan-1913	31-May-2015	90	Komako	-40.07488	175.91455
2488	D06022	01-Jul-1962	31-May-2015	90	Kopua	-40.079	176.274
1802	B86382	01-Dec-1962	31-May-2015	90	Kopuriki,Grant Rd	-38.35308	176.80189
4669	H31351	01-Jan-1911	31-May-2015	90	L Coleridge Homestead	-43.348	171.587
4968	H40022	01-Oct-1963	31-May-2015	90	L Pukaki, Guide Hill	-44.004	170.247
4521	H22721	01-Dec-1947	31-May-2015	90	Lake Taylor Station	-42.78135	172.27581
5335	I50701	01-Mar-1954	31-May-2015	90	Lee Flat	-45.783	170.027
4935	H32824	01-Nov-1986	31-May-2015	90	Leeston, Jollies Road	-43.85406	172.2581
4255	G13281	01-Apr-1934	31-May-2015	90	Linkwater	-41.291	173.872
2351	C95112	01-Mar-1974	31-May-2015	90	Lower Retaruke, Retaruke Station	-39.11101	175.08992
4740	H31771	01-Jun-1934	31-May-2015	90	Lyndhurst Limewood Farm	-43.703	171.717
2584	D06723	01-Oct-1984	31-May-2015	90	Mahana Lodge	-40.773	176.246
2155	C84583	01-Jan-1969	31-May-2015	90	Mahoenui 2	-38.551	174.82
1189	A53881	01-Jan-1951	31-May-2015	90	Mamaranui	-35.864	173.8
2066	C75211	01-Jan-1969	31-May-2015	90	Mangatawhiri	-37.20665	175.14135
2587	D06901	01-Jan-1914	31-May-2015	90	Marangai Station	-40.90578	176.00429
1221	A54551	01-Apr-1964	31-May-2015	90	Matapouri	-35.56568	174.50567
4540	H22941	01-Oct-1950	31-May-2015	90	Melrose Stn	-42.92073	172.42984
5361	I50832	01-Jan-1952	31-May-2015	90	Mosgiel Town	-45.873	170.33
2997	D96591	01-Jan-1870	31-May-2015	90	Napier Nelson Pk	-39.501	176.911
5258	I50013	01-Oct-1983	31-May-2015	90	Naseby Forest 2	-45.028	170.142
1792	B86312	01-Jan-1948	31-May-2015	90	Ngakuru	-38.369	176.164
17532	E95972	01-Jun-1999	31-May-2015	90	Norbury	-39.93418	175.71936
5544	I59161	01-Apr-1924	31-May-2015	90	Ophir 2	-45.10611	169.61056
2758	D87462	01-Jan-1913	31-May-2015	90	Otoko	-38.44672	177.62465
2264	C85933	01-May-1967	31-May-2015	90	Owhango	-38.986	175.377
1547	B75362	01-Jan-1991	31-May-2015	90	Paeroa Aws	-37.373	175.684
3775	F02663	01-Jan-1984	31-May-2015	90	Pakawau 2	-40.603	172.685
1184	A53791	01-Aug-1948	31-May-2015	90	Parakao	-35.71748	173.95265
3957	F21512	01-Sep-1964	31-May-2015	90	Paroa	-42.516	171.17
3505	E93491	01-Jan-1963	31-May-2015	90	Patiki	-39.46263	173.97477
26104	F21642	01-Mar-2007	31-May-2015	90	Pigeon Creek Cws	-42.68168	171.45628
18055	B76862	01-Mar-2000	31-May-2015	90	Pikowai 2	-37.89281	176.64007
2665	D15321	01-Jan-1948	31-May-2015	90	Pirinoa	-41.364	175.21
5431	I57581	01-May-1950	31-May-2015	90	Plains Station	-45.564	167.862
9672	I50844	01-Apr-1993	31-May-2015	90	Powder Creek, Pump House	-45.808	170.424
2572	D06524	01-Jul-1979	31-May-2015	90	Pukehinau	-40.50819	176.19378
5446	I58061	01-Sep-1871	31-May-2015	90	Queenstown	-45.037	168.663
25737	H32354	01-Jan-2005	31-May-2015	90	Rangiora, South Belt	-43.31831	172.59433
17756	J84317	01-Jan-2000	31-May-2015	90	Rarotonga Ews	-21.201	-159.81327
1112	A53453	01-Oct-1977	31-May-2015	90	Rawene 2	-35.41273	173.51907
3913	F20981	01-Nov-1909	31-May-2015	90	Ross	-42.893	170.809
1705	B78501	01-Aug-1930	31-May-2015	90	Rukuhanga Stn	-37.56604	178.02234
1199	A54211	01-Jan-1919	31-May-2015	90	Russell	-35.26532	174.12182
4323	G13582	01-Jan-1902	31-May-2015	90	Sevenoaks	-41.536	173.826
3671	E95683	01-Oct-1970	31-May-2015	90	Taihape Rec	-39.683	175.802
3790	F02884	01-Sep-1986	31-May-2015	90	Takaka Pohara	-40.845	172.867
5686	I59921	01-May-1897	31-May-2015	90	Tapanui	-45.944	169.257
5212	I49592	01-May-1985	31-May-2015	90	Tara Hills Aws	-44.528	169.89
1666	B76982	01-Mar-1923	31-May-2015	90	Thornton East	-37.93057	176.87441
38915	B85073	01-May-2011	31-May-2015	90	Tirau, Taumangi Road	-38.02312	175.75763
5311	I50382	01-Mar-1908	31-May-2015	90	Trotters Creek	-45.386	170.821
3479	E15104	01-Oct-1954	31-May-2015	90	U Hutt,Tennyson St	-41.124	175.043
11519	F12083	01-Aug-1995	31-May-2015	90	Upper Takaka 2	-41.01516	172.82582
2589	D06903	01-May-1968	31-May-2015	90	Waiawa, Whareama	-40.93053	176.05114
1018	A43921	01-Jun-1956	31-May-2015	90	Waiharara	-34.95	173.195
25254	B77692	01-Apr-2004	31-May-2015	90	Waihau Bay	-37.61531	177.90537
5898	I69512	01-Jan-1970	31-May-2015	90	Waikawa V,Blackthorn	-46.522	169.183
2197	C85132	01-May-1977	31-May-2015	90	Waikeria 2	-38.091	175.39
2828	D87781	01-Jan-1915	31-May-2015	90	Waingake	-38.79659	177.7915
3629	E95464	01-Jun-1950	31-May-2015	90	Waiouru Treatment Plant	-39.46412	175.66299
3120	D97031	01-Apr-1911	31-May-2015	90	Wairoa,Waiputaputa Stn	-39.023	177.321
2499	D06062	01-Mar-1951	31-May-2015	90	Waiwhero Stn	-40.07281	176.65928
4425	G14811	01-Jul-1913	31-May-2015	90	Ward,Chancet	-41.831	174.171
4548	H23511	01-Aug-1930	31-May-2015	90	Whalesback Stn	-42.491	173.183
1567	B75581	01-Nov-1969	31-May-2015	90	Wharawhara Water Stn	-37.57227	175.86206
4513	H21951	01-Mar-1906	31-May-2015	80	Arthurs Pass	-42.94318	171.56275
1756	B86082	01-Jun-1962	31-May-2015	80	Awakeri	-38.03719	176.84662
5540	I59111	01-Jul-1971	31-May-2015	80	Bannockburn	-45.147	169.154
4880	H32631	01-May-1953	31-May-2015	80	Burnham Sewage Plant	-43.62225	172.30925
4424	G14722	01-Apr-1987	31-May-2015	80	Cape Campbell Aws	-41.73	174.276
1518	B65851	01-Jun-1950	31-May-2015	80	Chiltern	-36.81804	175.53654
8878	M12000	01-Jan-2004	31-May-2015	80	Darwin Airport	-12.4	130.87
5852	I69171	01-Jan-1947	31-May-2015	80	Hillend	-46.13903	169.75073
3678	E95751	01-Jun-1950	31-May-2015	80	Hunterville, Koeke Est	-39.722	175.58
1556	B75472	01-Apr-1981	31-May-2015	80	Karangahake Gorge	-37.41931	175.71403
2131	C84081	01-Dec-1905	31-May-2015	80	Kawhia	-38.385	174.825
1510	B65652	01-Jan-1988	31-May-2015	80	Kennedy Bay	-36.67101	175.54978
4631	H30951	01-Jan-1973	31-May-2015	80	L Tekapo,Mt Hay Stn	-43.9676	170.5417
2672	D15352	01-Apr-1923	31-May-2015	80	Lagoon Hill	-41.39042	175.52414
5722	I67061	01-Jan-1950	31-May-2015	80	Lillburn	-46.005	167.672
5354	I50765	01-Feb-1979	31-May-2015	80	Long Beach	-45.755	170.638
1707	B78511	01-Jun-1965	31-May-2015	80	Lottin Point	-37.55555	178.15654
1377	A64531	01-Apr-1951	31-May-2015	80	Mairetahi	-36.55678	174.31963
3095	D96925	01-Jan-1960	31-May-2015	80	Makaretu North	-39.918	176.25
5757	I68081	01-Jan-1950	31-May-2015	80	Mandeville	-45.995	168.813
2220	C8540B	01-Mar-1995	31-May-2015	80	Mangakowhai	-38.396	175.029
2145	C84371	01-Mar-1957	31-May-2015	80	Marokopa	-38.30342	174.72066
4920	H32762	01-Jan-1947	31-May-2015	80	Mcqueens Valley	-43.733	172.633
4187	G12481	01-Aug-1947	31-May-2015	80	Motupiko	-41.455	172.769
38102	H30709	01-May-2010	31-May-2015	80	Mueller Hut Ews	-43.72154	170.06493
35614	I57261	01-Jul-2008	31-May-2015	80	Murchison Mtns Ews	-45.22172	167.62988
16411	F12838	01-Jan-1997	31-May-2015	80	Murchison, Fairfax St	-41.81	172.323
2321	C94202	01-Apr-1981	31-May-2015	80	North Egmont	-39.27174	174.09523
1867	B87002	01-Oct-1962	31-May-2015	80	Opouriao	-38.09136	176.99748
5741	I67272	01-Sep-1963	31-May-2015	80	Orepuki 2	-46.287	167.736
38914	D96774	01-May-2011	31-May-2015	80	Poukawa	-39.74571	176.73535
1089	A53321	01-Nov-1979	31-May-2015	80	Puhata	-35.302	173.231
3673	E95692	01-Jul-1991	31-May-2015	80	Pukeokahu, Koitiata	-39.63429	175.96836
2937	D96252	01-Oct-1965	31-May-2015	80	Ripia	-39.19806	176.51094
25044	I67382	01-Apr-2003	31-May-2015	80	Round Hill	-46.34	167.84
10075	G12383	01-Aug-1992	31-May-2015	80	Tapawera 2	-41.388	172.829
5904	I69544	01-Apr-1976	31-May-2015	80	Tautuku	-46.57617	169.44386
2917	D96162	01-Jan-1983	31-May-2015	80	Te Pohue, Hawkes Bay	-39.172	176.66
1529	B75152	01-Nov-1936	31-May-2015	80	Thames 2	-37.15858	175.55137
2343	C95081	01-Apr-1929	31-May-2015	80	Tongariro Hatchery	-39.022	175.81
2657	D15263	01-Jan-1917	31-May-2015	80	Waikoukou,Longbush	-41.201	175.607
1563	B75552	01-Jul-1987	31-May-2015	80	Waitoa	-37.58574	175.59825
36870	C94106	01-Feb-1990	31-May-2015	70	Baker Road, New Plymouth	-39.122	174.083
2520	D06121	01-Nov-1949	31-May-2015	70	Bywell Station	-40.1835	176.28755
1523	B65961	01-Sep-1988	31-May-2015	70	Coromandel, Coroglen	-36.9289	175.69748
25450	J68001	01-Nov-2004	31-May-2015	70	Fiji, Nadi Ews	-17.75985	177.44482
4660	H31252	01-Sep-1985	31-May-2015	70	Glenthorne Lower Station	-43.291	171.543
8879	M97500	01-Dec-2003	31-May-2015	70	Hobart Airport	-42.5	147.48
2624	D15135	01-Oct-1981	31-May-2015	70	Kahutara	-41.194	175.348
4192	G12491	01-Aug-1913	31-May-2015	70	Kohatu,Highfield 2	-41.482	172.99
4895	H32662	01-Nov-1978	31-May-2015	70	Living Springs	-43.64641	172.6468
13585	G13083	01-Jan-1997	31-May-2015	70	Maud Island	-41.029	173.896
2129	C75954	01-Nov-1975	31-May-2015	70	Maungatautari	-37.96272	175.54686
4384	G13941	01-Jun-1953	31-May-2015	70	Middlehurst	-41.994	173.45
1573	B75653	01-Oct-1965	31-May-2015	70	Morrinsville Library	-37.65804	175.52997
7470	H33003	01-Jan-1992	31-May-2015	70	Motunau	-43.05037	173.07672
2685	D15521	01-Oct-1987	31-May-2015	70	Ngawi Aws	-41.589	175.233
3554	E94521	01-May-1889	31-May-2015	70	Ohawe	-39.588	174.227
2334	C95031	01-Jun-1937	31-May-2015	70	Owhango, Kakahi Tce	-38.99754	175.37273
4232	G13195	01-May-1982	31-May-2015	70	Pelorus Sd, Crail Bay	-41.10308	173.96406
5896	I69501	01-Jan-1939	31-May-2015	70	Quarry Hills	-46.5432	169.07073
3327	E05912	01-May-1969	31-May-2015	70	Reikorangi	-40.903	175.11
5154	I48731	01-Mar-1971	31-May-2015	70	Routeburn Stn	-44.75	168.314
5624	I59543	01-Jan-1933	31-May-2015	70	Roxburgh,Hilltop	-45.543	169.391
2311	C94131	01-Jun-1951	31-May-2015	70	Tarata	-39.16134	174.36486
2947	D96282	01-Nov-1949	31-May-2015	70	Tareha	-39.274	176.865
23940	I69141	01-Nov-2001	31-May-2015	70	Taumata	-46.18357	169.46282
2372	D05291	01-May-1954	31-May-2015	70	Te Rehunga	-40.20422	175.97217
2675	D15381	01-Jan-1923	31-May-2015	70	Te Wharau, Glenburn	-41.32716	175.84032
2609	D15061	01-Jun-1951	31-May-2015	70	Wairarapa Cadet Farm	-41.00618	175.64078
5578	I59236	01-May-1990	31-May-2015	60	Alexandra	-45.246	169.38956
25726	C84672	01-Apr-2005	31-May-2015	60	Awakino Ews	-38.62025	174.72013
17365	E05222	01-Apr-1999	31-May-2015	60	Bulls, Forest Road	-40.25285	175.27175
4097	F39803	01-May-1982	31-May-2015	60	Haast Aws	-43.861	169.007
5203	I49411	01-Aug-1952	31-May-2015	60	Minaret Bay	-44.413	169.108
25650	J96400	01-Oct-2010	31-May-2015	60	Pitcairn Island Aws	-25.073	-130.103
2395	D05651	01-Dec-1917	31-May-2015	60	Putara	-40.66774	175.56517
3596	E95323	01-Jan-1979	31-May-2015	60	Raetihi No2	-39.37706	175.2668
5952	J56800	01-Jan-1958	31-May-2015	60	Vanuatu,Aneityum	-20.233	169.767
5948	J55500	01-Jul-1960	31-May-2015	60	Vanuatu,Lamap	-16.417	167.8
5947	J55400	01-Jan-1951	31-May-2015	60	Vanuatu,Pekoa	-15.517	167.217
5946	J55100	01-Jan-1958	31-May-2015	60	Vanuatu,Sola	-13.85	167.55
2899	D88432	01-Aug-1905	31-May-2015	60	Waihau	-38.444	178.3
3253	E05432	01-Jan-1974	31-May-2015	50	Bainesse	-40.40921	175.37845
4455	G22532	01-Nov-1983	31-May-2015	50	Boyle River Lodge	-42.519	172.386
4182	G12394	01-Jun-1985	31-May-2015	50	Brandy Creek	-41.349	172.937
39259	E05344	01-May-2008	31-May-2015	50	Glen Oroua, Milner Road	-40.33065	175.40611
6130	J92500	01-Jan-1951	31-May-2015	50	Hiva Hoa, Atuona	-9.8	-139.033
3373	E14199	01-Oct-1978	31-May-2015	50	Judgeford	-41.123	174.941
25917	F22123	01-Jan-2004	31-May-2015	50	Maruia, Station Creek	-42.19	172.222
35775	G14103	01-Jan-2004	31-May-2015	50	Mt Stokes	-41.10193	174.06334
4465	G23092	01-Jan-1922	31-May-2015	50	Ngaio Downs	-42.072	173.945
22178	C94083	01-Jun-2001	31-May-2015	50	Ohura Rd	-39.046	174.813
6167	J95800	01-Jan-1952	31-May-2015	50	Rapa	-27.617	-144.333
2863	D88031	01-Aug-1946	31-May-2015	50	Te Puia Springs	-38.0551	178.30896
6161	J94800	01-Jan-1952	31-May-2015	40	Gambier, Rikitea	-23.117	-134.95
2325	C94231	01-Oct-1990	31-May-2015	40	Lake Ratapiko	-39.20739	174.32907
17465	B65754	01-Jan-1991	31-May-2015	40	Whangapoua 2	-36.758	175.596
37256	D06461	01-Dec-2009	31-May-2015	30	Cape Turnagain Aws	-40.484	176.615
6168	J96000	01-Mar-1940	31-May-2015	30	Pitcairn Is	-25.067	-130.1
6140	J93800	01-Jan-1951	31-May-2015	30	Tahiti - Faaa	-17.55	-149.6
9936	L05700	01-Aug-2011	31-May-2015	20	Arturo Prat	-62.5	-59.233
5938	J50700	01-Aug-1987	31-May-2015	10	Solomon, Auki	-8.783	160.733
5941	J52000	01-Sep-1987	31-May-2015	10	Solomon, Henderson	-9.417	160.05
2527	D06181	01-Jan-1907	30-Apr-2015	100	Aramoana	-40.15	176.835
4386	G13951	01-Jan-1932	30-Apr-2015	100	Awatere Vly,Upcot	-41.881	173.582
2399	D05681	01-Jan-1897	30-Apr-2015	100	Eastry Station	-40.6	175.848
5645	I59633	01-Feb-1985	30-Apr-2015	100	Ettrick No.2	-45.623	169.348
5022	H40491	01-Mar-1937	30-Apr-2015	100	Foxdown Stn	-44.48174	170.91481
4917	H32751	01-Oct-1956	30-Apr-2015	100	Greenpark	-43.7108	172.51939
4505	G23463	01-May-1965	30-Apr-2015	100	Haldon Downs	-42.407	173.61
2305	C94113	01-Jul-1971	30-Apr-2015	100	Lake Mangamahoe	-39.121	174.114
26567	I59074	01-Jan-2000	30-Apr-2015	100	Lauder 2	-44.982	169.732
4925	H32781	01-Sep-1915	30-Apr-2015	100	Okuti	-43.78952	172.80958
1516	B65762	01-Jan-1986	30-Apr-2015	100	Rings Beach	-36.73154	175.68984
2510	D06072	01-Mar-1959	30-Apr-2015	100	Rotowai	-39.994	176.713
4711	H31643	01-Sep-1913	30-Apr-2015	100	Springburn	-43.68984	171.48338
25877	B75482	01-Dec-2004	30-Apr-2015	100	Waihi, Woodlands Road	-37.4804	175.86568
2893	D88401	01-Jan-1973	30-Apr-2015	90	Ahititi  Station	-38.43287	178.00452
39959	I49481	01-Dec-2012	30-Apr-2015	90	Bendhu	-44.405	169.88042
4858	H32561	01-Dec-1863	30-Apr-2015	90	Christchurch Gardens	-43.531	172.619
2979	D96483	01-Aug-1894	30-Apr-2015	90	Eskdale Hedgeley	-39.41296	176.81377
2613	D15071	01-May-1953	30-Apr-2015	90	Gladstone  Te Kopi	-41.03687	175.70768
2154	C84582	01-Jul-1956	30-Apr-2015	90	Glenochy	-38.526	174.861
4702	H31591	01-Jul-1890	30-Apr-2015	90	Hororata	-43.546	171.898
5110	H49182	01-May-1948	30-Apr-2015	90	Lake Ohau Stn	-44.168	169.82224
3302	E05722	01-Nov-1974	30-Apr-2015	90	Manakau	-40.72	175.216
37662	D05974	01-Oct-2009	30-Apr-2015	90	Masterton, Te Ore Ore Cws	-40.957	175.707
5530	I59051	01-May-1947	30-Apr-2015	90	Matakanui	-45.05983	169.50867
4407	G14311	01-Jun-1925	30-Apr-2015	90	Ocean Bay	-41.336	174.096
4720	H31671	01-Jan-1949	30-Apr-2015	90	Rakaia, Greenfields	-43.60857	171.7326
4860	H32563	01-Jan-1940	30-Apr-2015	90	Shirley	-43.5029	172.66629
5909	I77241	01-Sep-1991	30-Apr-2015	90	South West Cape Aws	-47.278	167.464
2590	D06904	01-Nov-1970	30-Apr-2015	90	Waierua	-40.986	176.087
2562	D06431	01-Jan-1906	30-Apr-2015	80	Dannevirke,Pine Gr.	-40.43318	176.36958
4644	H31141	01-Jan-1925	30-Apr-2015	80	Glenthorne, Upper Station	-43.17972	171.44398
4684	H31471	01-Oct-1953	30-Apr-2015	80	High Peak Station	-43.451	171.733
12558	B85182	01-Jan-1996	30-Apr-2015	80	Lichfield, Scriveners Road	-38.09137	175.2225
5872	I69283	01-Oct-1959	30-Apr-2015	80	Lovells Flat	-46.193	169.859
25760	E95685	01-Dec-2004	30-Apr-2015	80	Moawhango, Pokaka	-39.60811	175.87398
1663	B76971	01-Sep-1987	30-Apr-2015	80	Omeheu	-37.967	176.797
31862	A53129	01-May-2007	30-Apr-2015	80	Pukepoto	-35.16223	173.20175
3535	E94401	01-Jan-1913	30-Apr-2015	80	Riverlea	-39.43727	174.06715
4153	G04601	01-Feb-1894	30-Apr-2015	80	Stephens Island	-40.666	174.001
1587	B75782	01-Mar-1968	30-Apr-2015	80	Te Ariki Falls, Matamata Water Treatment Plant	-37.751	175.881
5646	I59634	01-Jul-1990	30-Apr-2015	80	Tima	-45.656	169.411
3174	E05063	01-Aug-1984	30-Apr-2015	80	Waituna	-40.05166	175.6347
3685	E95781	01-Apr-1964	30-Apr-2015	70	Cairnmuir Mangaweka	-39.77351	175.79889
39063	H32403	01-Jul-2011	30-Apr-2015	70	Darfield 2 Raws	-43.47962	172.08417
4060	F30312	01-Sep-1982	30-Apr-2015	70	Franz Josef	-43.394	170.181
5205	I49432	01-Jun-1958	30-Apr-2015	70	Hunter Valley 2	-44.436	169.307
3334	E14072	01-Sep-1987	30-Apr-2015	70	Mana Island	-41.09429	174.78517
7556	B75562	01-Aug-1992	30-Apr-2015	70	Te Aroha, Bowler Road	-37.52476	175.66873
2897	D88421	01-Jan-1947	30-Apr-2015	60	Mokairau, Pakarae	-38.47537	178.24203
38670	C93181	01-Jan-2011	30-Apr-2015	60	Okato	-39.1889	173.87683
18638	B75495	01-Oct-2000	30-Apr-2015	30	Athenree 2	-37.453	175.919
9935	L05600	01-Jun-2008	30-Apr-2015	30	Eduardo Frei	-62.417	-58.883
5962	J58300	01-Mar-1984	30-Apr-2015	30	New Cal, Poinoimie	-20.933	165.317
4836	H32412	01-Nov-1919	31-Mar-2015	100	Darfield	-43.493	172.137
3154	E05034	01-Jan-1962	31-Mar-2015	100	Marton, Ross Street	-40.07309	175.37615
3652	E95583	01-Jan-1970	31-Mar-2015	100	Moawhango, Homestead	-39.58029	175.8689
5070	H41211	01-Oct-1935	31-Mar-2015	100	Waitawa	-44.28	171.163
4958	H33601	01-Oct-1911	31-Mar-2015	90	Brockworth	-43.6645	172.99511
5341	I50733	01-Jun-1973	31-Mar-2015	90	Hindon, Ardachy	-45.722	170.341
2629	D15142	01-Jan-1924	31-Mar-2015	90	Martinbor,Riverside	-41.179	175.482
2796	D87593	01-Nov-1960	31-Mar-2015	90	Waihirere, Glanavon	-38.58376	177.9261
38730	H22942	01-Mar-2011	31-Mar-2015	90	Waipara North Branch @ Langs Gully Cws	-42.93849	172.42165
5375	I50852	01-Jan-1913	31-Mar-2015	80	Dunedin, Btl Gardens	-45.86	170.522
2126	C75951	01-Jan-1918	31-Mar-2015	80	Karapiro	-37.92882	175.54035
1574	B75654	01-Oct-1978	31-Mar-2015	80	Morrinsville, George St	-37.65069	175.52817
2184	C85012	01-Jan-1959	31-Mar-2015	80	Mt Pirongia Makeokeo	-38.033	175.142
2571	D06523	01-Sep-1973	31-Mar-2015	80	Pongaroa,Waikakahi Rd	-40.57487	176.24676
3036	D96731	01-Nov-1964	31-Mar-2015	80	Smedley	-39.78214	176.34428
4395	G14142	01-Dec-1983	31-Mar-2015	70	Brothers Island Aws	-41.1032	174.44168
5836	I68913	01-May-1975	31-Mar-2015	70	Stewart Is	-46.90051	168.12851
12443	E1427J	01-Feb-1995	31-Mar-2015	70	Wellington, Kelburn 2	-41.286	174.768
1545	B75351	01-Jul-1912	31-Mar-2015	60	Kerepehi	-37.30084	175.5462
2141	C84181	01-May-1975	31-Mar-2015	60	Owhiro	-38.154	174.858
31912	I68202	01-Sep-2007	31-Mar-2015	60	Thornbury	-46.29144	168.09593
17092	G13155	01-Dec-1998	31-Mar-2015	60	Whangamoa 3	-41.16	173.536
5940	J51700	01-Jan-1954	31-Mar-2015	10	Solomon, Honiara	-9.417	159.967
5155	I48741	01-Dec-1947	28-Feb-2015	100	Earnslaw	-44.755	168.402
22582	E94442	01-Jan-1986	28-Feb-2015	100	Mangamingi, Aorere Rd	-39.455	174.472
5396	I50912	01-Dec-1970	28-Feb-2015	100	Maungatua	-45.91	170.149
10768	B86062	01-Jan-1977	28-Feb-2015	100	Taharoto	-38.05194	176.61234
2692	D78531	01-Dec-1990	28-Feb-2015	90	Hicks Bay Aws	-37.564	178.314
25506	F39722	01-Nov-2004	28-Feb-2015	90	Lake Moeraki Ews	-43.71882	169.26703
5537	I59072	01-Jan-1945	28-Feb-2015	90	Lauder Flat	-45.008	169.703
2480	D05991	01-Jan-1906	28-Feb-2015	90	Purunui, Blairlogie	-40.91534	175.9472
2566	D06501	01-Apr-1943	28-Feb-2015	90	Tataramoa Makuri	-40.538	176.002
2390	D05493	01-May-1968	28-Feb-2015	80	Makairo	-40.403	175.986
5329	I50512	01-Oct-1896	28-Feb-2015	80	Middlemarch, Garthmyl	-45.51981	170.13537
2687	D15532	01-Jan-1969	28-Feb-2015	50	Homeburn Stn	-41.514	175.373
38592	J91553	01-Aug-2012	28-Feb-2015	20	Vanuatu, Saratamata	-15.283	167.99
4556	H23611	01-Jan-1912	31-Jan-2015	100	Keinton Combe	-42.608	173.108
2859	D88011	01-Jan-1923	31-Jan-2015	90	Te Pora	-38.07611	178.15451
3832	F12071	01-Feb-1939	31-Jan-2015	80	Cobb Power Station	-41.088	172.731
2312	C94151	01-Aug-1913	31-Jan-2015	80	Purangi	-39.14684	174.50673
18392	G23093	01-May-2000	31-Jan-2015	60	Kekerengu,Valhalla	-42.011	173.98561
9939	L05900	01-Jun-2008	31-Jan-2015	20	Bernado O'Higgins	-63.317	-56.683
6059	J76500	01-Jul-1983	31-Jan-2015	20	Samoa, Pago Pago Aero	-14.333	-170.717
2910	D88612	01-Jan-1985	31-Dec-2014	100	Ohui, Gisborne	-38.63829	178.15412
5232	I49801	01-Jun-1927	31-Dec-2014	90	Cardrona	-44.87	169.02
3550	E94513	01-Jan-1962	31-Dec-2014	90	Inaha	-39.585	174.182
4793	H32061	01-Sep-1987	31-Dec-2014	80	Amberley, Red Oak	-43.01375	172.69642
9249	D96865	01-May-1993	31-Dec-2014	80	Te Kura 2	-39.882	176.69
4341	G13632	01-Jun-1948	31-Dec-2014	50	Wye Hills	-41.633	173.333
5685	I59902	01-Mar-1988	31-Dec-2014	20	Waikaka	-45.954	168.998
2534	D06212	01-Jan-1951	30-Nov-2014	100	Dannevirke	-40.21	176.109
5147	I48581	01-Dec-1968	30-Nov-2014	90	Glenfinnan	-44.499	168.838
1916	B87331	01-May-1968	30-Nov-2014	90	Wairata	-38.31099	177.32437
18056	B76961	01-Feb-2000	30-Nov-2014	80	Manawahe 2	-37.96438	176.67942
3144	E04891	01-Oct-1908	30-Nov-2014	70	Kapiti Island	-40.85463	174.93163
5951	J56500	01-Jan-1961	30-Nov-2014	60	Vanuatu,Burtonfield	-19.533	169.25
2563	D06451	01-Jan-1902	31-Oct-2014	90	Herbertville,Woodbank	-40.46335	176.54335
1874	B87023	01-Sep-1913	31-Oct-2014	70	Opotiki	-38.00638	177.28706
17053	J57300	01-Jan-2000	30-Sep-2014	60	New Cal, Ile Art	-19.717	163.65
3896	F12932	01-Mar-1986	31-Aug-2014	100	Matakitaki	-41.903	172.313
3777	F02751	01-Jun-1916	31-Aug-2014	90	Bainham	-40.762	172.545
5949	J55700	01-Jul-1985	31-Aug-2014	60	Vanuatu, Bauerfield	-17.7	168.3
5960	J57900	01-Feb-1997	31-Aug-2014	40	New Cal, Oulop	-20.65	166.583
39005	H31985	01-Aug-2011	31-Jul-2014	100	Wakanui Rain	-43.97413	171.80243
38974	H31984	01-Aug-2011	31-Jul-2014	90	Wakanui Cws	-43.97413	171.80243
5945	J54100	01-Jun-1990	31-Jul-2014	10	Solomon, Santa Cruz	-10.7	165.8
2160	C84665	01-Jun-1986	30-Jun-2014	100	Awakino 2	-38.667	174.667
2895	D88412	01-Apr-1983	30-Jun-2014	80	Awanui Stn	-38.49349	178.16499
2691	D16101	01-Jan-1941	30-Jun-2014	80	Fern Glen	-41.138	176
18391	G13992	01-Jul-2000	31-May-2014	80	Kekerengu Station 2	-41.99619	173.96522
